primaryID	primarySymbol	secondaryID	secondarySymbol	predicateID	mapping_cardinality_sec2pri	comment	source
Entry Withdrawn	Entry Withdrawn	HGNC:14127	TPSP3	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:30912	WFIKKN1	HGNC:14140	C16orf12	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:26960	WDR90	HGNC:14143	C16orf15	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:26960	WDR90	HGNC:14144	C16orf16	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:26960	WDR90	HGNC:14145	C16orf17	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:26960	WDR90	HGNC:14146	C16orf18	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:26960	WDR90	HGNC:14147	C16orf19	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:20852	WDR24	HGNC:14149	C16orf21	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:23026	GNPTG	HGNC:14155	C16orf27	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14184	UNKL	HGNC:14156	C16orf28	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:34454	CCDC154	HGNC:14157	C16orf29	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:30629	SPSB3	HGNC:14159	C16orf31	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:20561	RHBDF1	HGNC:14162	C16orf8	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:17205	PGAP6	HGNC:14166	TMEM6	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:21169	RHOT2	HGNC:14172	C16orf39	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:18435	CHTF18	HGNC:14174	C16orf41	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14176	C16orf43	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:18285	RAB40C	HGNC:14181	RASL8C	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:11351	ST7	HGNC:14199	FAM4A1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:24121	MRO	HGNC:14200	C18orf3	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14007	OPN3	HGNC:14204	ECPN	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8953	SERPINB8P1	HGNC:14206	PI8L1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14207	PSORS7	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:25879	ZNF606	HGNC:14208	ZNF328	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8944	SERPINB13	HGNC:14218	PI13	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:775	SERPINC1	HGNC:14223	AT3	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:4838	SERPIND1	HGNC:14224	HCF2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8583	SERPINE1	HGNC:14225	PAI1	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8951	SERPINE2	HGNC:14226	PI7	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8824	SERPINF1	HGNC:14227	PEDF	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:9075	SERPINF2	HGNC:14228	PLI	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1228	SERPING1	HGNC:14229	C1NH	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1546	SERPINH1	HGNC:14230	CBP1	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1546	SERPINH1	HGNC:14231	CBP2	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8943	SERPINI1	HGNC:14232	PI12	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8945	SERPINI2	HGNC:14233	PI14	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:2847	DGCR8	HGNC:14238	C22orf12	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14242	IBD7	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14252	GINGF2	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14260	SPG16	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:13681	DCHS1	HGNC:14266	CDH25	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1212	FMNL1	HGNC:14274	C17orf1B	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:15580	PDE4DIP	HGNC:14302	CMYA2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:3231	CELSR2	HGNC:14308	EGFL2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:3230	CELSR3	HGNC:14309	EGFL1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:10378	MRPL12	HGNC:14322	RPML12	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:11218	SPANXA1	HGNC:14327	SPANX	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14329	SPANXB1	HGNC:14330	SPANXB2	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:3018	SLC26A3	HGNC:14363	DRA	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14401	DYRK1AIP1	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:16865	PHYHIP	HGNC:14403	DYRK1AIP3	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1421	SLC25A20	HGNC:14413	CACT	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1422	SLC25A20P1	HGNC:14414	CACTP	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:10379	MRPL3	HGNC:14419	RPML3	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:10380	MRPS12	HGNC:14420	RPMS12	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:10322	MRPL23	HGNC:14421	RPL23L	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:9936	OPN1LW	HGNC:14424	RCP	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:4206	OPN1MW	HGNC:14425	GCP	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1012	OPN1SW	HGNC:14426	BCP	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8011	CNTNAP1	HGNC:14427	NRXN4	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:30791	UBIAD1	HGNC:14431	SCCD	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:443	ALS2	HGNC:14433	ALS2CR6	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14442	ICA1L	HGNC:14441	ALS2CR14	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:20681	NBEAL1	HGNC:14443	ALS2CR16	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:20681	NBEAL1	HGNC:14444	ALS2CR17	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14436	RAPH1	HGNC:14445	ALS2CR18	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:12723	VSX1	HGNC:14447	PPCD	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14459	DYRK1AIP2	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14505	MRPS18	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8514	CLDN11	HGNC:14519	OTM	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:7036	MFGE8	HGNC:14528	SPAG10	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14532	C11orf26	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14535	SLEB3	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:12621	USP22	HGNC:14538	USP3L	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14541	CMD1K	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:13258	CLEC4C	HGNC:14557	CLECSF11	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:7511	MUC13	HGNC:14564	DRCC1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8298	OR4F1P	HGNC:14571	OR4F1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1350	ASZ1	HGNC:14588	ANKL1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8336	OR5D3	HGNC:14590	OR5D3	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:4531	OXGR1	HGNC:14591	GPR99	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:10914	SLC12A6	HGNC:14594	ACCPN	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14595	MROS	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1366	ADAMTS13	HGNC:14606	C9orf8	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14617	PLAC5	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:1552	CBX2	HGNC:14627	CDCA6	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:32790	PNO1	HGNC:14641	KHRBP1	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14668	MMEL1	HGNC:14664	MMEL2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:4162	GARS1	HGNC:14684	CMT2D	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14729	OR2A4	HGNC:14710	OR2A10	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8258	OR2I1	HGNC:14715	OR2I2	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14692	OR7E85P	HGNC:14717	OR7E88P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14720	OR9J1	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14707	OR6J1	HGNC:14734	OR6J2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8395	OR7E23P	HGNC:14775	OR7E92P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14776	OR4D4P	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8264	OR2K2	HGNC:14777	OR2AR1P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14696	OR4C2P	HGNC:14778	OR4C8P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:14782	OR56A2P	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8415	OR7E41P	HGNC:14802	OR7E95P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14719	OR2AF1P	HGNC:14830	OR2AF2P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:7402	MT1JP	HGNC:14924	MT1NP	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:7394	MT1B	HGNC:14925	MT1Q	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14565	SORBS1	HGNC:14926	SH3D5	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:4193	GCH1	HGNC:14936	DYT14	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:7393	MT1A	HGNC:14961	MT1S	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:19569	OR2AK2	HGNC:15002	OR2AK1P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:15005	OR2C3	HGNC:15006	OR2C4	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8266	OR2L2	HGNC:15010	OR2L4P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8265	OR2L1P	HGNC:15013	OR2L7P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8400	OR7E28P	HGNC:15044	OR7E107P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8194	OR1F1	HGNC:15045	OR1F10	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:15046	OR2A16P	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8393	OR7E21P	HGNC:15051	OR7E127P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:14780	OR7E93P	HGNC:15054	OR7E131P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8428	OR7E53P	HGNC:15055	OR7E132P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8194	OR1F1	HGNC:15056	OR1F13P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:15060	OR8N1P	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8189	OR1E1	HGNC:15061	OR1E6	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:15341	OR2V2	HGNC:15064	OR2V3	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8284	OR3A3	HGNC:15065	OR3A8P	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8165	OR10C1	HGNC:15066	OR10C2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8176	OR11A1	HGNC:15067	OR11A2	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:13966	OR2B2	HGNC:15068	OR2B9	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
Entry Withdrawn	Entry Withdrawn	HGNC:15069	OR2H7	oboInOwl:consider	1:0	ID (subject) withdrawn/deprecated.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:8252	OR2H1	HGNC:15070	OR2H8	IAO:0100001	n:1	This ID (subject) and other ID(s) are merged into one ID.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:15072	OR2W6P	HGNC:15073	OR2W7P	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:15089	OR4F7P	HGNC:15074	OR4F10	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
HGNC:15372	OR4F6	HGNC:15075	OR4F12	IAO:0100001	1:1	ID (subject) is replaced.	https://www.genenames.org/download/archive/quarterly/tsv/datasources/hgnc/data/withdrawn_2025-07-01.txt
